,x,y,z,cluster
832,7.6575014586735755,10.543870658005133,0.0,0
833,6.96107808863899,8.60128016724687,0.0,0
834,6.34639658368311,9.112323329191586,0.0,0
836,9.29972817199365,10.574972145796865,0.0,0
847,7.30906107958316,9.183308122666693,0.0,0
848,7.732447992431401,8.86413952698258,0.0,0
851,8.062160637969415,8.713843739370239,0.0,0
857,6.120522790631114,9.640647666149825,0.0,0
859,6.095929045968829,6.519289170186312,0.0,0
860,8.263415695184726,10.34723435281958,0.0,0
862,6.701210408156818,9.901730772544148,0.0,0
867,8.557122043956866,9.64483943345044,0.0,0
868,7.345902287461174,7.697375691392089,0.0,0
870,7.97296393179981,9.303107578156311,0.0,0
871,9.563336481569348,9.515923021006952,0.0,0
877,7.050450591882654,8.73881401600098,0.0,0
885,8.911112187519729,9.149332645486815,0.0,0
887,7.514634036401252,10.141075882587955,0.0,0
888,8.65722565853182,10.567352354512591,0.0,0
889,7.297254734288373,9.993720247685706,0.0,0
894,7.321916122838196,9.610742414524646,0.0,0
895,8.529917941237391,11.017382610888877,0.0,0
900,8.818548507853842,8.458093040933473,0.0,0
901,5.822597951012563,8.88727230645335,0.0,0
904,6.603466195319238,7.384882276543259,0.0,0
906,7.102170122638735,7.5335314493593595,0.0,0
909,6.023672851939418,9.945848986240046,0.0,0
914,8.456234011896452,9.741804387031742,0.0,0
915,8.725786964984321,10.34691678315044,0.0,0
919,8.570374568555511,10.843676402953966,0.0,0
920,6.534239698666864,9.455323410435087,0.0,0
921,7.532285112019893,9.877502922620657,0.0,0
925,7.220098356219611,8.11418675776941,0.0,0
930,7.150133207724267,9.52893935491138,0.0,0
933,8.324331023816129,9.133082479570454,0.0,0
934,8.894646056687815,10.298063970155248,0.0,0
938,6.584020797700918,9.003256641725718,0.0,0
944,7.946235377103866,8.02372264023768,0.0,0
945,5.055547683825083,10.447916417504597,0.0,0
946,7.988133325193201,9.780335621588913,0.0,0
947,7.891672008298327,9.359525811644351,0.0,0
951,6.890788892476584,10.61298901682553,0.0,0
952,7.097004330556442,10.144917919844533,0.0,0
954,8.943024149738253,8.407216892101939,0.0,0
955,8.204091050240246,8.701913614345015,0.0,0
957,5.284357735533577,10.16972385386114,0.0,0
960,7.584237253535643,10.701243878720067,0.0,0
961,6.596820638410611,8.020069388218038,0.0,0
963,7.348930123606269,10.217973303197589,0.0,0
966,7.743375938338276,8.583588230137083,0.0,0
967,5.499532131887836,9.043844937885712,0.0,0
969,7.890645942118652,11.464336791479035,0.0,0
973,6.897038411334673,7.9808100888924365,0.0,0
974,7.675374241326186,9.588135983615501,0.0,0
975,6.799474844862694,9.166517780222986,0.0,0
980,7.205078207738282,9.1870119032119,0.0,0
981,6.967768048485153,10.134154534947147,0.0,0
984,6.346814725561926,10.330756423082127,0.0,0
987,7.970490011706938,9.541129473650141,0.0,0
991,7.965683567900814,9.637102991251473,0.0,0
992,7.84627926018731,9.886906562724041,0.0,0
994,8.560337849429144,8.147357867063114,0.0,0
1001,7.3508096152606575,9.837640230913772,0.0,0
1002,6.877701458008548,9.15786210269019,0.0,0
1003,7.418978542594905,8.589611474572054,0.0,0
1006,8.017460403945577,9.397055842292033,0.0,0
1007,6.70727256001126,10.797930083167728,0.0,0
1012,6.967678665264898,8.962252297311142,0.0,0
1014,6.629342337739841,9.653572936342375,0.0,0
1015,7.022891829888777,8.213705257348355,0.0,0
1022,6.558192058720582,8.847932387351088,0.0,0
1025,8.005995102153136,9.533883893885832,0.0,0
1026,8.130275825869674,9.894843874460522,0.0,0
1028,8.936724595449965,10.096005814158842,0.0,0
1031,7.242110009194772,7.485068713755573,0.0,0
1033,5.389978581956688,9.048110161978888,0.0,0
1034,7.137601325463256,9.843454635777737,0.0,0
1035,6.380929966163367,9.195355308501354,0.0,0
1038,6.918209162572948,8.709618730192531,0.0,0
1039,7.704762651425062,8.75745028706498,0.0,0
1044,6.1939996316612485,8.197869541549899,0.0,0
1048,7.524112680110249,7.759860003424057,0.0,0
1060,7.558501385521487,9.748163371310632,0.0,0
1062,7.924096066069108,8.644638392047174,0.0,0
1067,7.5557311977757164,8.758944702134093,0.0,0
1070,7.020105068284552,10.496382534935785,0.0,0
1075,9.19242713000974,8.684329014447417,0.0,0
1080,7.3649050960032945,8.998596572905837,0.0,0
1086,7.193336928182956,10.484496879521036,0.0,0
1088,7.428813522758255,9.64787208323122,0.0,0
1090,8.210425135539577,7.852069624077895,0.0,0
1091,7.612279073844272,9.446362697754298,0.0,0
1095,8.719129639699466,10.092258460474183,0.0,0
1100,7.325143008735741,9.825415659478276,0.0,0
1101,8.011419197557926,9.201929937771945,0.0,0
1102,9.815085570318894,7.289989849446281,0.0,0
1106,5.93435175805539,9.476117339351992,0.0,0
1107,6.796196946332147,9.01744680158322,0.0,0
1110,6.487391973060022,8.838653105588971,0.0,0
1113,8.839114864702085,9.599352429443204,0.0,0
1114,8.255819510385814,6.199873472935455,0.0,0
1117,8.50049461069633,9.121478552184868,0.0,0
1122,6.666179777530832,10.621167762474307,0.0,0
1123,7.415465953879694,9.724758371838798,0.0,0
1128,8.330848994763674,8.726836202256164,0.0,0
1131,9.156683092959971,9.594598875233936,0.0,0
1133,8.259500267284736,9.078816493803865,0.0,0
1138,8.245761857287572,8.386416743711173,0.0,0
1139,6.517451921798374,9.70095734327137,0.0,0
1142,9.083646343672907,8.577780175259033,0.0,0
1143,7.734932283832263,9.481943576346382,0.0,0
1144,7.964815921930528,8.039146587578905,0.0,0
1154,6.131165679325318,9.501550492085023,0.0,0
1157,8.209892199464038,10.425294201940035,0.0,0
1158,8.47634026883363,10.661468659609172,0.0,0
1162,6.484657241286529,8.829499465517904,0.0,0
1170,8.161114639195306,9.4767259386032,0.0,0
1177,7.768436237413441,10.316968928359707,0.0,0
1178,8.98344372020893,8.371971602944328,0.0,0
1180,6.2043174282753935,8.968977479239292,0.0,0
1183,7.542139601835854,9.146221820782435,0.0,0
1185,7.405819691089473,9.538803650189077,0.0,0
1187,5.674807114224773,8.366011374525089,0.0,0
1191,5.942055856146272,10.507683327709145,0.0,0
1195,8.459708694685816,10.819171179328116,0.0,0
1196,6.028262888054213,9.362946020753519,0.0,0
1199,7.585959833574398,9.37886943179718,0.0,0
1201,7.220951917318899,8.065444140013149,0.0,0
1203,8.564814232346611,9.444920688789935,0.0,0
1204,8.281756649461625,9.023810556975217,0.0,0
1205,6.883545777975707,9.133488310111872,0.0,0
1207,8.887156944307462,9.691329742685575,0.0,0
1208,7.601887081666246,10.0690234341535,0.0,0
1211,7.815725819070164,10.580497131267746,0.0,0
1213,10.279542905833543,9.825505656417928,0.0,0
1218,7.732811641663545,10.490957779178181,0.0,0
1219,9.393895802346986,11.217156889485139,0.0,0
1222,7.105385517272454,9.289557662316692,0.0,0
1226,7.1843253249613515,9.319219920986189,0.0,0
1228,7.437052160991027,11.39232259760058,0.0,0
1232,7.564759624459323,11.247628676699287,0.0,0
1234,5.689991631888974,7.716469934971959,0.0,0
1235,7.613424184691632,8.785468179808046,0.0,0
1242,7.583475197800112,9.16847211069175,0.0,0
1246,6.285160908503309,11.287176866954118,0.0,0
1247,8.508479458070768,7.7997396090303335,0.0,0
1253,4.333668288215691,10.510346756712527,0.0,0
1256,8.034405058811604,8.380292975909036,0.0,0
1258,9.196424224416244,11.575369540974775,0.0,0
1262,6.418958968681232,11.451350120439152,0.0,0
1263,5.8071276137891985,9.959685509405103,0.0,0
1267,7.135790570146837,7.58923120365543,0.0,0
1268,7.730045874920727,6.862641780220532,0.0,0
1270,6.958024591808848,9.199246113082749,0.0,0
1271,6.544669350757756,8.690372423652121,0.0,0
1274,9.560996730186302,10.662908156574321,0.0,0
1277,6.446287110754634,8.737287102277955,0.0,0
1278,9.152218643711421,9.444449922356874,0.0,0
1287,6.808377269916067,10.322440308212624,0.0,0
1289,6.1874663995199635,8.72464241971528,0.0,0
1293,7.401333186992033,9.393628139218002,0.0,0
1294,6.793192176884651,9.036795244693243,0.0,0
1298,6.197312841903489,9.435575991076153,0.0,0
1308,6.268359271500684,9.347651742446532,0.0,0
1309,7.403149150013054,10.423424370349162,0.0,0
1313,9.674867531950778,9.338118978343378,0.0,0
1315,6.4491735335432745,8.991193930336449,0.0,0
1316,8.671799560040983,10.415388347148358,0.0,0
1318,8.70688264437905,10.689495211700994,0.0,0
1319,9.515117336124291,9.44096475249529,0.0,0
1323,8.080346047745621,10.02847377227517,0.0,0
1341,8.761443863579307,8.827184070465089,0.0,0
1349,7.542578188845107,7.0240301936563565,0.0,0
1350,8.437819170433489,8.956956569433746,0.0,0
1351,6.2467922802439,8.480445057237548,0.0,0
1355,7.6025272017812,8.989623865197585,0.0,0
1356,9.02255525476423,10.067779007846225,0.0,0
1362,7.959323157220852,10.265798134075027,0.0,0
1370,7.469969216991874,8.449353229479671,0.0,0
1390,6.190061075919628,10.036965677551725,0.0,0
1392,3.909128391335498,8.100093973917982,0.0,0
1397,7.405659325970529,8.829244796431713,0.0,0
1405,6.936188113417867,10.321692184307421,0.0,0
1411,7.515899092800294,7.756087759397815,0.0,0
1413,6.815867562288986,9.962567807635901,0.0,0
1414,8.328136165016698,9.140024260933055,0.0,0
1422,7.612029295911393,9.028169223872805,0.0,0
1428,8.20316159490136,12.013756180960826,0.0,0
1430,5.879157315966037,9.7436473239259,0.0,0
1431,6.174010938137198,8.417496377191858,0.0,0
1433,7.298034144983657,10.2642451247603,0.0,0
1436,9.95405976991643,9.517722896670382,0.0,0
1437,7.80361128347518,9.745612644361906,0.0,0
1438,6.58341964626203,8.426786794386613,0.0,0
1439,7.883571427924204,10.939695145994671,0.0,0
1441,8.663614343070082,10.042175699524595,0.0,0
1446,5.715572309390416,9.750438195205753,0.0,0
1447,7.811244360826873,10.792515394702823,0.0,0
1450,8.446535833036474,8.177097198824901,0.0,0
1453,7.396345937007458,8.901965589004742,0.0,0
1455,8.635642393396344,8.674557272246311,0.0,0
1456,8.190280193608158,9.192136202669216,0.0,0
1459,7.460747976932024,9.765378503932247,0.0,0
1460,7.630271164581405,8.69797932934509,0.0,0
1464,6.6907485538127185,11.951698372040132,0.0,0
1468,8.226003102380265,9.640270273496814,0.0,0
1469,8.782185340272449,7.696247365244817,0.0,0
1470,5.914146506360506,8.244433571816877,0.0,0
1472,8.328377242210898,10.252653630118115,0.0,0
1473,6.934385647425344,8.12540428879328,0.0,0
1479,8.482698736410622,11.593414524942265,0.0,0
1481,6.698194619395197,10.50100293686818,0.0,0
1483,5.598788697234291,7.591700220274871,0.0,0
1484,8.86161132844267,9.88867706882888,0.0,0
1486,8.677279162956419,8.463473359269983,0.0,0
1492,7.420049129148296,11.697027646428674,0.0,0
1495,5.845617546941646,8.408799245280285,0.0,0
1497,7.736740968528505,10.828553875100884,0.0,0
3,6.76282254631617,0.0,0.6051453524386279,1
4,8.016182400197797,0.0,1.5431470087909844,1
5,8.40185355966284,0.0,-0.3734813153278215,1
7,7.39967960252523,0.0,0.9125888100340231,1
9,9.888250958231662,0.0,0.9024139190174933,1
20,7.10596354892956,0.0,2.1351457207657516,1
24,8.33023434578394,0.0,0.8621300497783135,1
26,7.8256538681845615,0.0,1.4883799663103021,1
27,8.185340064175168,0.0,1.3852673458333868,1
28,8.263075241990508,0.0,-0.34462227654270805,1
29,7.950233605531555,0.0,0.71606891846096,1
30,7.413952626309933,0.0,-0.045715629436325345,1
31,7.336543286852095,0.0,2.193163669386803,1
32,6.796158770594092,0.0,1.594133492333903,1
36,9.815883092150676,0.0,2.286650419260335,1
37,6.69627651899643,0.0,0.36084218985763294,1
40,7.309447719262704,0.0,-0.7325593990795134,1
42,6.166919204554322,0.0,2.868432877487601,1
43,8.112973084114188,0.0,1.285644878521952,1
44,8.062629286973257,0.0,0.3433268894772198,1
45,8.264292007426421,0.0,2.10957825754363,1
48,10.407777511383054,0.0,-0.0048417360129412446,1
53,7.686262224157505,0.0,-0.04255056440640326,1
54,6.0367125424670665,0.0,0.7102468016402803,1
55,6.10723360743591,0.0,1.7301025725802555,1
57,5.1092720133395915,0.0,1.2052774461907132,1
58,7.1417160383215395,0.0,0.10311541674908575,1
60,7.011198993436512,0.0,-0.07676503923577149,1
62,6.5532910320566575,0.0,1.1125204972136973,1
63,8.682096469250274,0.0,1.948442896708631,1
65,7.281167530179515,0.0,0.15848042454505867,1
67,8.993879847019663,0.0,2.2037681464394634,1
68,7.9264781680372245,0.0,2.563457094912485,1
75,8.700972609794412,0.0,0.25831398548856127,1
76,6.7102438654653485,0.0,-1.3326828226502958,1
82,9.00618567880812,0.0,1.3029932293767141,1
83,7.0480818125953455,0.0,-0.5890157363266217,1
87,7.79910797054749,0.0,-0.25289981954811924,1
89,8.337789856297881,0.0,1.7353943908742955,1
90,7.366828120965015,0.0,0.06645720257996435,1
91,6.160280436428083,0.0,0.6222701932708633,1
92,7.145159014356331,0.0,0.9146750066364451,1
93,8.224758443953919,0.0,2.5000531559059946,1
94,7.206527936021848,0.0,-0.4657930781889541,1
95,7.04187233545516,0.0,0.010188602346483666,1
104,8.179925620803049,0.0,0.3305882842083512,1
105,7.448944604740856,0.0,0.5424959171719167,1
112,5.9385602381505125,0.0,0.6931012877322305,1
113,8.700355043352282,0.0,0.26106736539967274,1
115,8.296088054879005,0.0,1.9227661173756039,1
121,9.621222051741709,0.0,0.9254231466750656,1
122,5.759563539119174,0.0,0.9260533394870812,1
123,6.730298734365705,0.0,0.0545756123540303,1
125,5.678210894350838,0.0,1.0010847710004533,1
127,8.386085131939442,0.0,2.0966262059519254,1
130,7.771386805226157,0.0,0.8979386489826864,1
134,6.083609265990392,0.0,2.294314468245461,1
135,5.0344942110739455,0.0,0.8580249883654439,1
142,7.0005864103747095,0.0,0.13933606724327663,1
143,8.924096878142805,0.0,1.083778219294787,1
146,7.938290784275062,0.0,-0.2562382111779251,1
148,8.463323400856188,0.0,0.6026726620271651,1
149,6.794439983093451,0.0,1.8022495981073452,1
150,10.398839577374046,0.0,0.055219051941183595,1
153,7.924351295205772,0.0,-0.12168355987652735,1
155,7.572268131470567,0.0,0.5029428179390938,1
157,8.432770370605535,0.0,-0.8497684274750006,1
158,7.698206974705431,0.0,0.7995878391440361,1
169,7.969146637036671,0.0,-1.5738516632702853,1
175,7.0778473791256395,0.0,0.5414860722723698,1
